"","Response.ID","Consent","Comprehension_1","Comprehension_2","main_task","check_question","attractive_p1","attractive_p2","trustworthy_p1","trustworthy_p2","mask_perception","mask_wearing","PROLIFIC_PID","Amount","Amount.for.other","Picture.Bundle.1","Pic.Label.1","Picture.Bundle.2","Pic.Label.2","session_id","participant_id","status","started_datetime","completed_date_time","time_taken","age","num_approvals","num_rejections","prolific_score","reviewed_at_datetime","entered_code","Country.of.Birth","Current.Country.of.Residence","Employment.Status","Ethnicity","First.Language","Fluent.languages","Highest.education.level.completed","Nationality","Sex","Student.Status"
"100","R_2dXPfiaPQ1IGbZH",1,2,1,1,"£10",60,70,70,70,"Equally themselves and others","No","60bb3b463887c2f9d1385cce","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c020ead18444a91f230970","60bb3b463887c2f9d1385cce","APPROVED","2022-07-02 10:41:46.459000","2022-07-02 10:48:57.099000",430.64,30,863,4,100,"2022-07-04 08:47:49.383000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
"186","R_2uHGoS5JLtYS6Jm",1,2,1,1,"£20",30,22,57,30,"Mostly others","No","60bba0e7ce457da5179949c5","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194cde15f000d3e126226","60bba0e7ce457da5179949c5","APPROVED","2022-07-03 13:08:29.839000","2022-07-03 13:12:06.013000",216.174,30,274,4,98,"2022-07-04 08:48:13.719000","868E37F5","United Kingdom","United Kingdom","Full-Time","Mixed","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"165","R_24vNgsIIaUCKm6c",1,2,1,1,"£10",20,30,15,20,"Mostly themselves","Yes","60c33f3e6706eca45e689ea4","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194b9789b6079b6248871","60c33f3e6706eca45e689ea4","APPROVED","2022-07-03 13:08:15.452000","2022-07-03 13:10:53.115000",157.663,34,448,2,100,"2022-07-04 08:48:07.993000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Doctorate degree (PhD/other)","United Kingdom","Female","No"
"8","R_V2XkvwCLodkOhDX",1,2,1,1,"£10",50,55,60,45,"Equally themselves and others","No","60cb5fe0095c074ca05ab920","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62bf126dd0733ff065f1fa68","60cb5fe0095c074ca05ab920","APPROVED","2022-07-01 15:27:43.931000","2022-07-01 15:30:04.655000",140.724,24,114,1,100,"2022-07-04 08:47:48.714000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","Yes"
"16","R_A70R17gQKTu5ML7",1,2,1,2,"£20",30,31,50,50,"Mostly themselves","No","60d3136e74b1871646e72544","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c020fcdca8903ffd290183","60d3136e74b1871646e72544","APPROVED","2022-07-02 10:42:08.708000","2022-07-02 10:43:38.195000",89.487,44,732,0,100,"2022-07-04 08:47:52.095000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Male","No"
"88","R_x5S6Q8AEf0DXXWN",1,2,1,2,"£20",70,70,80,80,"Equally themselves and others","No","60d6e4277e58667c5ce46f7f","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c02110d98bfd7a66bf34cb","60d6e4277e58667c5ce46f7f","APPROVED","2022-07-02 10:42:41.337000","2022-07-02 10:46:18.651000",217.314,69,427,4,99,"2022-07-04 08:47:57.801000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
"11","R_3erFvJNsxvyP3tA",1,2,1,2,"£10",70,65,60,60,"Mostly themselves","Yes","60dddeb5c0b25cd6ab9d1b03","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62bf13273df9afcfb6826bb0","60dddeb5c0b25cd6ab9d1b03","APPROVED","2022-07-01 15:30:57.556000","2022-07-01 15:32:42.902000",105.346,27,194,0,100,"2022-07-04 08:47:49.055000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","Yes"
"115","R_1NzjnWvxzhoel8u",1,2,1,1,"£20",50,50,50,50,"Equally themselves and others","No","60defc766cf4057b8193ea46","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c194beb6a954055e2b1935","60defc766cf4057b8193ea46","APPROVED","2022-07-03 13:08:16.563000","2022-07-03 13:09:42.153000",85.59,19,341,2,100,"2022-07-04 08:48:09.843000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","Yes"
"22","R_1MZ0qAK1NBzNtDC",1,2,1,1,"£20",60,40,60,50,"Mostly themselves","No","60e18fc810d0837bef0f5873","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c020f367fac1b55008a390","60e18fc810d0837bef0f5873","APPROVED","2022-07-02 10:41:55.639000","2022-07-02 10:43:49.752000",114.113,59,598,1,100,"2022-07-04 08:47:50.427000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"201","R_1o8askU614ZXH2l",1,2,1,2,"£10",60,45,79,81,"Mostly themselves","No","60eefc637c43864099be023a","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c194bdca462dd01223b00e","60eefc637c43864099be023a","APPROVED","2022-07-03 13:08:17.857000","2022-07-03 13:27:43.877000",1166.02,25,246,2,99,"2022-07-04 08:48:09.570000","868E37F5","United Kingdom","United Kingdom","Other","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","Yes"
"84","R_3ekKo64X9ELyd7B",1,2,1,1,"£20",40,65,80,50,"Mostly others","No","60f81c9a9f82be74c5f2bbfc","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c02111b6fc25640ef7a060","60f81c9a9f82be74c5f2bbfc","APPROVED","2022-07-02 10:42:29.978000","2022-07-02 10:46:00.395000",210.417,53,453,2,100,"2022-07-04 08:47:58.035000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Technical/community college","United Kingdom","Male","No"
"64","R_1hSuw3823oWxZ38",1,2,1,2,"£20",65,72,38,65,"Mostly themselves","No","60fc12dc938ec5fd9284a25c","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c021157df0f84176774919","60fc12dc938ec5fd9284a25c","APPROVED","2022-07-02 10:42:40.993000","2022-07-02 10:44:58.468000",137.475,50,415,1,100,"2022-07-04 08:47:59.344000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"103","R_D5Ede5AkhdZbcGd",1,2,1,1,"£10",75,75,100,100,"Mostly themselves","Yes","610024d9cd49f604ad283e11","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c02116b81cf1977f37094e","610024d9cd49f604ad283e11","APPROVED","2022-07-02 10:42:30.819000","2022-07-02 10:52:09.495000",578.676,40,630,0,100,"2022-07-04 08:47:59.728000","868E37F5","Syrian Arab Republic","United Kingdom","Full-Time","Middle Eastern","Arabic","English, Arabic","Doctorate degree (PhD/other)","United Kingdom","Male","No"
"73","R_1rALSuwUr9lIgck",1,2,1,1,"£20",50,60,70,70,"Mostly others","No","6102bbdba4dd279363094fca","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c0210e07c1e03190790b32","6102bbdba4dd279363094fca","APPROVED","2022-07-02 10:42:22.922000","2022-07-02 10:45:25.823000",182.901,42,503,0,100,"2022-07-04 08:47:57.072000","868E37F5","United Kingdom","United Kingdom","DATA EXPIRED","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"53","R_aYkhe418OvjGqLT",1,2,1,1,"£10",65,65,35,66,"Only themselves","No","611cd198b6d0089b209d31f3","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c0210844debee6cce61eb9","611cd198b6d0089b209d31f3","APPROVED","2022-07-02 10:42:21.184000","2022-07-02 10:44:44.078000",142.894,39,663,2,100,"2022-07-04 08:47:55.315000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"82","R_1q2tDx5NPhPMSqi",1,2,1,1,"£20",50,50,0,0,"Mostly themselves","No","611ceae6cc4047f40f350c53","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c021125cd40741c704be48","611ceae6cc4047f40f350c53","APPROVED","2022-07-02 10:42:30.049000","2022-07-02 10:45:53.863000",203.814,34,510,3,100,"2022-07-04 08:47:58.445000","868E37F5","United Kingdom","United Kingdom","DATA EXPIRED","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Male","DATA EXPIRED"
"55","R_24wTSlrXrv8bPIH",1,2,1,1,"£10",60,60,70,71,"Equally themselves and others","No","6122af5e398815fcb95b6c0f","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c02102ad58ae36449c0b8c","6122af5e398815fcb95b6c0f","APPROVED","2022-07-02 10:42:10.468000","2022-07-02 10:44:45.866000",155.398,38,561,3,99,"2022-07-04 08:47:53.593000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"166","R_1rqWST0Z7Bc5FBr",1,2,1,1,"£10",15,15,0,0,"Mostly themselves","No","6128affc7322ddbb3e16dcb3","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c194b167a20258c72b192b","6128affc7322ddbb3e16dcb3","APPROVED","2022-07-03 13:08:01.753000","2022-07-03 13:10:54.679000",172.926,25,77,0,100,"2022-07-04 08:48:05.705000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Female","No"
"113","R_3L119BfvhaORb42",1,2,1,1,"£20",65,59,70,58,"Equally themselves and others","No","612ea7174447820bf743148a","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194b203852dac9defeaff","612ea7174447820bf743148a","APPROVED","2022-07-03 13:08:07.633000","2022-07-03 13:09:41.441000",93.808,20,199,2,99,"2022-07-04 08:48:05.824000","868E37F5","Latvia","United Kingdom","Due to start a new job within the next month","White/Caucasian","Latvian","Latvian, English","High school diploma/A-levels","Latvia","Female","Yes"
"161","R_2ZV65SBpZwWY2gX",1,2,1,1,"£20",70,70,79,68,"Equally themselves and others","No","612fd7e2ff930c4ce9acfa4e","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c194b9bae489e2ecb8dfc5","612fd7e2ff930c4ce9acfa4e","APPROVED","2022-07-03 13:08:14.010000","2022-07-03 13:10:47.286000",153.276,51,374,5,99,"2022-07-04 08:48:07.887000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Female","No"
"24","R_3RaSzO9CClSlNfV",1,2,1,2,"£20",70,70,80,80,"Equally themselves and others","No","6147568a852e8ede83722b7e","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","62c020f07da149b59ad8a84c","6147568a852e8ede83722b7e","APPROVED","2022-07-02 10:42:03.004000","2022-07-02 10:43:55.695000",112.691,28,608,15,96,"2022-07-04 08:47:49.988000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Male","No"
"135","R_3saY4rHH6HvQmGm",1,2,1,2,"£10",75,30,70,70,"Mostly themselves","No","61482706268c2b23781126f3","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194b10d372d3a6862fcd6","61482706268c2b23781126f3","APPROVED","2022-07-03 13:08:25.411000","2022-07-03 13:10:19.536000",114.125,35,384,0,100,"2022-07-04 08:48:05.427000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"116","R_1Li2J579DGm3nUA",1,2,1,2,"£20",22,60,50,68,"Equally themselves and others","No","6148e1e0c1a60baf79c41d59","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c194d067a20258c72b192e","6148e1e0c1a60baf79c41d59","APPROVED","2022-07-03 13:08:32.461000","2022-07-03 13:09:43.868000",71.407,34,406,2,100,"2022-07-04 08:48:14.499000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"153","R_2WNFwUHq5UunnfZ",1,2,1,1,"£10",70,60,51,51,"Only themselves","No","6152c06fad3b4b7ead960572","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c194a810c2457e3dd4d00a","6152c06fad3b4b7ead960572","APPROVED","2022-07-03 13:07:52.499000","2022-07-03 13:10:39.909000",167.41,27,206,1,100,"2022-07-04 08:48:03.652000","868E37F5","Namibia","United Kingdom","Part-Time","African","Afrikaans","English, Afrikaans, German","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","Yes"
"127","R_5cqbcTXezJJ91wl",1,2,1,1,"£10",20,70,34,54,"Mostly themselves","No","615ab05c50dafc454b146f07","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c194afffedc637df81f0b3","615ab05c50dafc454b146f07","APPROVED","2022-07-03 13:08:02.394000","2022-07-03 13:10:04.979000",122.585,31,239,0,100,"2022-07-04 08:48:04.801000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Technical/community college","United Kingdom","Female","Yes"
"34","R_1FkT5iJICIFSZAe",1,2,1,1,"£20",60,80,59,70,"Equally themselves and others","No","6166bc3a45eaac9b94a9db9e","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c02100f8a86019927446c9","6166bc3a45eaac9b94a9db9e","APPROVED","2022-07-02 10:42:13.433000","2022-07-02 10:44:11.846000",118.413,57,205,4,97,"2022-07-04 08:47:53.067000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Male","No"
"168","R_1OHwpZzlEY6USi8",1,2,1,1,"£10",50,50,40,71,"Mostly others","No","616c91d1cf8529d613c6074f","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194a7d5b427de37ac4088","616c91d1cf8529d613c6074f","APPROVED","2022-07-03 13:07:54.739000","2022-07-03 13:10:57.135000",182.396,24,205,3,99,"2022-07-04 08:48:03.243000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"117","R_RmXLMJjkROE2HTj",1,2,1,1,"£10",60,31,63,44,"Equally themselves and others","No","6172aa09d3e15e3231662987","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","62c194ad061c341b8d8e4264","6172aa09d3e15e3231662987","APPROVED","2022-07-03 13:08:00.848000","2022-07-03 13:09:48.512000",107.664,21,333,0,100,"2022-07-04 08:48:04.315000","868E37F5","United Kingdom","United Kingdom","Part-Time","White/Caucasian","English","French, English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","Yes"
"191","R_2Rb5NBjG0xLKcPZ",1,2,1,1,"£10",64,64,50,50,"Equally themselves and others","Yes","617406fbfced12169896d158","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c194c875e2f7f2c2407b67","617406fbfced12169896d158","APPROVED","2022-07-03 13:09:09.387000","2022-07-03 13:12:50.171000",220.784,57,449,0,100,"2022-07-04 08:48:13.104000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Graduate degree (MA/MSc/MPhil/other)","United Kingdom","Female","No"
"139","R_BFiQbtrm23MQueB",1,2,1,1,"£10",60,70,70,82,"Mostly others","Yes","617620a5b3e00f976e4cb28c","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_8oCSI7ypkM0TWhU","F2U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c194d26d78466e72a77961","617620a5b3e00f976e4cb28c","APPROVED","2022-07-03 13:08:37.370000","2022-07-03 13:10:19.918000",102.548,29,210,3,97,"2022-07-04 08:48:15.131000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Female","No"
"47","R_3G1CR2GTkGLixK8",1,2,1,1,"£10",22,20,30,31,"Only themselves","Yes","6228bd321fe427209105c61a","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","62c0210479c2e7e7fe29017b","6228bd321fe427209105c61a","APPROVED","2022-07-02 10:42:16.115000","2022-07-02 10:44:29.663000",133.548,56,229,4,98,"2022-07-04 08:47:54.392000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"94","R_2XmlEin9lFlHtOV",1,2,1,2,"£20",31,12,11,30,"Equally themselves and others","No","623478b74666adc4ae9be6ab","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","62c020ee5cd40741c704be44","623478b74666adc4ae9be6ab","APPROVED","2022-07-02 10:41:55.599000","2022-07-02 10:46:36.083000",280.484,31,232,1,100,"2022-07-04 08:47:49.774000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Doctorate degree (PhD/other)","United Kingdom","Male","No"
"60","R_25KrZIxO5uweexY",1,2,1,1,"£20",30,40,30,55,"Mostly themselves","No","62349b9d9d293b56a95ede2c","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c02102ae6b8ae73b29019e","62349b9d9d293b56a95ede2c","APPROVED","2022-07-02 10:42:13.955000","2022-07-02 10:44:51.650000",157.695,27,228,0,100,"2022-07-04 08:47:53.732000","868E37F5","United Kingdom","United Kingdom","Unemployed (and job seeking)","White/Caucasian","English","English","High school diploma/A-levels","United Kingdom","Male","No"
"83","R_2VqiIk8A4ly67M2",1,2,1,1,"£20",50,39,30,50,"Equally themselves and others","Yes","62359ba04dd9c8c32862faf0","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_4ZqjR4g0Rn03oCG","F3M","62c0211910cb991eabbbf42a","62359ba04dd9c8c32862faf0","APPROVED","2022-07-02 10:42:40.472000","2022-07-02 10:45:57.239000",196.767,79,217,4,98,"2022-07-04 08:48:00.434000","868E37F5","United Kingdom","United Kingdom","Not in paid work (e.g. homemaker', 'retired or disabled)","White/Caucasian","English","English","Secondary education (e.g. GED/GCSE)","United Kingdom","Male","No"
"35","R_3LjU71aqzYn5dYk",1,2,1,2,"£20",30,36,70,71,"Mostly themselves","No","62865e87f3869b3a455ac5bc","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_6l3zv93vhdkKMXc","F4M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_9EIPomYaFXa0SvI","F3U","62c020f0ab4295c3569ab3de","62865e87f3869b3a455ac5bc","APPROVED","2022-07-02 10:41:52.833000","2022-07-02 10:44:12.379000",139.546,29,100,0,100,"2022-07-04 08:47:50.091000","868E37F5","United Kingdom","United Kingdom","Part-Time","Mixed","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"68","R_2VrIHuqkEBqOHBB",1,2,1,2,"£20",50,69,58,81,"Mostly themselves","No","6287745dd285a8be832879dc","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c020eafba31e82a5e03167","6287745dd285a8be832879dc","APPROVED","2022-07-02 10:42:27.577000","2022-07-02 10:45:11.989000",164.412,31,103,0,100,"2022-07-04 08:47:49.480000","868E37F5","Bangladesh","United Kingdom","Part-Time","South Asian","Bengali","Bengali, English","Graduate degree (MA/MSc/MPhil/other)","Bangladesh","Male","Yes"
"45","R_2WvYo7QKaZMxUE9",1,2,1,2,"£20",50,50,60,60,"Equally themselves and others","No","628b8f4e2c0f77674cf97ccc","£20","£10","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_2lfkHYDRurE5WOa","F1M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_0oZ7Ttwi4WedGh8","F4U","62c02105286cdf4e19fdb999","628b8f4e2c0f77674cf97ccc","APPROVED","2022-07-02 10:42:13.736000","2022-07-02 10:44:25.357000",131.621,45,61,2,99,"2022-07-04 08:47:54.813000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
"80","R_1Fxr6kgAKi15b2l",1,2,1,1,"£10",70,70,50,50,"Mostly themselves","No","629622da2e85a479fa80b307","£10","£20","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_88qvHaPboaWxCHI","F2M","https://wbs.eu.qualtrics.com/ControlPanel/Graphic.php?IM=IM_aiaD9dT9bIBrq9U","F1U","62c02102466989ec31bbf429","629622da2e85a479fa80b307","APPROVED","2022-07-02 10:42:12.943000","2022-07-02 10:45:39.605000",206.662,39,95,0,100,"2022-07-04 08:47:53.454000","868E37F5","United Kingdom","United Kingdom","Full-Time","White/Caucasian","English","English","Undergraduate degree (BA/BSc/other)","United Kingdom","Male","No"
